,Tweet,Suicide,clean_text
1507,@sorinna Billie Holiday - I love this one Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½t NobodyÃ¯Â¿Â½s Business If I DoÃ¯Â¿Â½,Not Suicide post,billie holiday love one ã â â½tã â â½ainã â â½t nobodyã â â½s business doã â â½
1508,@nerer0cket dont worry we'll make the most out of it,Not Suicide post,dont worry make
1509,wanted to kill her.,Not Suicide post,wanted kill
1510,"@MoeruItami,[#XB2RP  | #MVRP],yeah, fuck it. im logging out. ill maybe make another account some other time and follow people i like but i really dont want to be here anymore. i dont enjoy the verse, waaay too toxic.",Potential Suicide post ,xb2rp mvrp yeah fuck im logging ill maybe make another account time follow people like really dont want anymore dont enjoy verse waaay toxic
1511,Why did I even come back I want to fucking die I'm tired of everything,Potential Suicide post ,even come back want fucking die tired everything
1512,RT @DrA_001: Buying your girl weaves is love language on its own ð¯,Not Suicide post,rt buying girl weaves love language ð
1513,"eating pre-peeled oranges, too lazy to peel my own orange.",Not Suicide post,eating pre peeled oranges lazy peel orange
1514,@Mendelt Goodmorning dude! long time no see,Not Suicide post,goodmorning dude long time see
1515,"@neilpk70 @2pc_Viking @DianeMariePosts @M_S_Fricker You are being narrow minded....it's about the people, who jsutâ¦ https://t.co/4gsj86SZmV",Potential Suicide post ,narrow minded people jsutâ
1516,@ilovetypography and in danish its &quot;rytme&quot;,Not Suicide post,danish quot rytme quot
1517,I thought Iâve hated myself before but now i really truly hate myself so god damn much.,Potential Suicide post ,thought iâ hated really truly hate god damn much
1518,@sputnick42 welcome &amp; good to see you!,Not Suicide post,welcome amp good see
1519,"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India http://bit.ly/s6lea",Not Suicide post,ahhh shoe throwing tradition pakistan iraq india
1520,tellin two of my bfflÃ¯Â¿Â½s to sign up here,Not Suicide post,tellin two bfflã â â½s sign
1521,@BBQNYC thats right unc!!! what a game...,Not Suicide post,thats right unc game
1522,"@alexasberthold,The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",Potential Suicide post ,moon cant im fucking wreck havent touched thing work cried since 8am dont want leave go say goodbye someone shouldnt idk anymore
1523,Is up at 7 am for no reason. Had a great day yesterday... hopes today is just as good,Not Suicide post,7 reason great day yesterday hopes today good
1524,survive but tired like shit whatâs the point of living,Potential Suicide post ,survive tired like shit whatâ point living
1525,I hate myself sm. I just wanna die. I donât deserve to live.,Potential Suicide post ,hate sm wanna die donâ deserve live
1526,"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",Potential Suicide post ,thousands dead children put sigh
1527,I'm tired of living tbh,Potential Suicide post ,tired living tbh
1528,Damn I hate myself,Potential Suicide post ,damn hate
1529,@REGYATES Nice pictures! Glad your having a good time!,Not Suicide post,nice pictures glad good time
1530,@coollike don't quit Twitter,Not Suicide post,quit twitter
1531,RT @akiresaur: Learn the art of being alone and being happy at the same time.,Not Suicide post,rt learn art alone happy time
1532,"@sokeri thanks for the help, i have realized that Now I need you to make it work.",Not Suicide post,thanks help realized need make work
1533,"checking out virtual box, looks quite nice",Not Suicide post,checking virtual box looks quite nice
1534,"@Rukaarii Just woken up, very pleased he won. Was it a good match?",Not Suicide post,woken pleased good match
1535,Somebody kill the evil version of me please!!,Potential Suicide post ,somebody kill evil version please
1536,"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",Not Suicide post,heading home today easter break parents think home til thursday surprise
1537,RT @MandalMadhura: @narendramodi Itâs a black Diwali for all of us who failed to #LetAvniLive. while we reached out to ur office with evideâ¦,Potential Suicide post ,rt itâ black diwali us failed letavnilive reached ur office evideâ
1538,I dont want to be here anymore,Potential Suicide post ,dont want anymore
1539,"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",Potential Suicide post ,getting tired people going everything like literally everytime die cuz someone goes stuff
1540,@ThE_ED uh oh you're in trouble,Not Suicide post,uh oh trouble
1541,Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,Not Suicide post,first game settlers even realize could pound haha
1542,"hey hey hey, just joined Twitter. sounds like a nice thing",Not Suicide post,hey hey hey joined twitter sounds like nice thing
1543,@Boddingtons baby id try anything for the first time wi you...,Not Suicide post,baby id try anything first time wi
1544,ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up ,Potential Suicide post ,ptsd alcohol extremely horrible violent stuff happen years ago 21 nowi am26 forgot repressed whatever several years something unrelated one day made remember everything came flooding back mind like reliving felt like never ending panic attack 4 days buried trauma explained lot alcohol pornography cigarette usages insanely high point fucked life relationships people close signifigant waysi amafraid talk happened anyone even people trust like family potential therapist due extreme irrational paranoia people involved finding hurting sometimesi amjust completely consumed negative horrible thoughts cant escape tried getting sliding scale therapist couple years ago even gave idea therapy dont know dont want give
1545,@AMyburgh No problem.,Not Suicide post,problem
1546,buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood ,Potential Suicide post ,buying gun tomorrow since stores closed spare details life since one give shit anywayi amjust done everything nothing helps yes well aware alone doesnt make shit difference nothing done sick wasting life time money air much love people life arent worth living shit help dont know tried knives cant bring draw blood
